source,feed_url,headline,summary,url,published_date,topics
SpaceNews,https://spacenews.com/feed/,Kratos wins $446 million Space Force contract for missile-tracking ground systems,The agreement is for ground management and integration for the Resilient Missile Warning and Tracking satellite program The post Kratos wins $446 million Space Force contract for missile-tracking ground systems appeared first on SpaceNews .,https://spacenews.com/kratos-wins-446-million-space-force-contract-for-missile-tracking-ground-systems/,2026-03-19 18:03:01+00:00,Defense
Breaking Defense,https://breakingdefense.com/feed/,"Pentagon comptroller says a ‘generational investment’ is coming, but when?","With a potential $1.5 trillion budget expected soon, Aaron Mehta asks the questions we&#8217;re all thinking.",https://breakingdefense.com/2026/03/pentagon-comptroller-says-a-generational-investment-is-coming-but-when/,2026-03-19 18:00:00+00:00,"Defense, Funding"
Breaking Defense,https://breakingdefense.com/feed/,US greenlights over $16B in ’emergency’ radar and missile sales to Middle East,The proposed deals include $8 billion-worth of radars for Kuwait and $8.4 billion in various air defense equipment for the United Arab Emirates.,https://breakingdefense.com/2026/03/us-greenlights-over-16b-in-emergency-radar-and-missile-sales-to-middle-east/,2026-03-19 17:36:37+00:00,Defense
Breaking Defense,https://breakingdefense.com/feed/,Germany marks April deadline to rescue FCAS fighter project from collapse: Reports,"Amid an intense row between Airbus and Dassault over New Generation Fighter leadership and workshare, it remains to be seen how a compromise could unfold.",https://breakingdefense.com/2026/03/germany-marks-april-deadline-to-rescue-fcas-fighter-project-from-collapse-reports/,2026-03-19 17:03:56+00:00,Other
Satellite Today,https://www.satellitetoday.com/feed/,SLI Purchases Two Small GEO Satellites From ReOrbit,"SLI is set to purchase two small Geostationary Orbit (GEO) communication satellites from manufacturer ReOrbit for 150 million euros ($172.8 million), the companies announced in a joint statement on Thursday.... The post SLI Purchases Two Small GEO Satellites From ReOrbit appeared first on Via Satellite .",https://www.satellitetoday.com/manufacturing/2026/03/19/sli-purchases-two-small-geo-satellites-from-reorbit/,2026-03-19 17:02:18+00:00,Space
Satellite Today,https://www.satellitetoday.com/feed/,Comtech Delivers First Set of Digital Modems to US Army,"Comtech delivered the first round of Enterprise Digital Intermediate Frequency Multi-Carrier (EDIM) modems to the U.S. Army in a $48.6 million contract signed in 2023, the company said on Thursday.... The post Comtech Delivers First Set of Digital Modems to US Army appeared first on Via Satellite .",https://www.satellitetoday.com/government-military/2026/03/19/comtech-delivers-first-set-of-digital-modems-to-us-army/,2026-03-19 17:00:50+00:00,Defense
Payload Space,https://payloadspace.com/feed/,"Portal, Paladin Team On Debris Removal Service","“This is about making debris removal operational, not experimental,” Portal CEO Jeff Thornburg said in a statement. “Satellite data underpins communications, navigation, weather forecasting, and national security. Maintaining that infrastructure requires active debris management.” The post Portal, Paladin Team On Debris Removal Service appeared first on Payload .",https://payloadspace.com/portal-paladin-team-on-debris-removal-service/,2026-03-19 17:00:00+00:00,"Space, Defense"
SpaceNews,https://spacenews.com/feed/,Portal Space Systems and Paladin Space plan debris removal service,"Portal Space Systems, a company developing maneuverable spacecraft, is partnering with an Australian startup to offer a commercial orbital debris removal service. The post Portal Space Systems and Paladin Space plan debris removal service appeared first on SpaceNews .",https://spacenews.com/portal-space-systems-and-paladin-space-plan-debris-removal-service/,2026-03-19 17:00:00+00:00,"Space, Startups"
Satellite Today,https://www.satellitetoday.com/feed/,"Latest White House Cybersecurity Strategy Talks Crypto, AI, Quantum","The White House released President Trump’s Cyber Strategy for America in mid-March with six policy pillars, including securing critical infrastructure and maintaining superiority in emerging technologies. While there may not... The post Latest White House Cybersecurity Strategy Talks Crypto, AI, Quantum appeared first on Via Satellite .",https://www.satellitetoday.com/cybersecurity/2026/03/19/latest-white-house-cybersecurity-strategy-talks-crypto-ai-quantum/,2026-03-19 15:55:20+00:00,Other
Satellite Today,https://www.satellitetoday.com/feed/,Getting Better Outcomes In Space: How Will the UK Embrace the Challenge?,In a panel titled ‘Securing Space Assets and Strategic Stability’ at Space-Comm in London speakers from both a government and industry perspective talked about the security of space assets in... The post Getting Better Outcomes In Space: How Will the UK Embrace the Challenge? appeared first on Via Satellite .,https://www.satellitetoday.com/cybersecurity/2026/03/19/getting-better-outcomes-in-space-how-will-the-uk-embrace-the-challenge/,2026-03-19 15:43:21+00:00,Other
Satellite Today,https://www.satellitetoday.com/feed/,SpiderOak Wins New UAS Systems Contract,SpiderOak has won a new contract from the U.S. Army Unmanned Aircraft Systems (PMO UAS) that will see it perform supply chain analysis and cybersecurity assessments for multiple vendors participating... The post SpiderOak Wins New UAS Systems Contract appeared first on Via Satellite .,https://www.satellitetoday.com/cybersecurity/2026/03/19/spideroak-wins-new-uas-systems-contract/,2026-03-19 15:41:42+00:00,Defense
SpaceNews,https://spacenews.com/feed/,Eileen Collins on what it takes to become Space Shuttle Commander,"In this episode of the Space Minds podcast, host David Ariosto speaks with Eileen Collins, retired NASA astronaut, Air Force colonel and the first woman to pilot the Space Shuttle [&#8230;] The post Eileen Collins on what it takes to become Space Shuttle Commander appeared first on SpaceNews .",https://spacenews.com/eileen-collins-on-what-it-takes-to-become-space-shuttle-commander/,2026-03-19 15:38:28+00:00,Defense
Breaking Defense,https://breakingdefense.com/feed/,Gulf nations ‘trying to reach out’ for Ukrainian counter-drone capability,"Kyiv’s forces have unique experience in defending against Iranian-made drones, making Ukrainian industry and expertise a hot commodity.",https://breakingdefense.com/2026/03/gulf-nations-trying-to-reach-out-for-ukrainian-counter-drone-capability/,2026-03-19 15:35:00+00:00,Defense
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,A-10 Warthogs target Iranian fast-attack craft in Strait of Hormuz,The A-10’s deployment in Operation Epic Fury comes as Congress has moved to protect it from Air Force divestment efforts.,https://www.defensenews.com/news/your-air-force/2026/03/19/a-10-warthogs-target-iranian-fast-attack-craft-in-strait-of-hormuz/,2026-03-19 15:32:43+00:00,Defense
Satellite Today,https://www.satellitetoday.com/feed/,Ukraine Ambassador to UK Talks Future Warfare,"At a recent event at Chatham House in the U.K, the Ukrainian ambassador to the U.K. spoke four years after Russia’s invasion talking about the future of warfare. Valerii Zaluzhnyi... The post Ukraine Ambassador to UK Talks Future Warfare appeared first on Via Satellite .",https://www.satellitetoday.com/government-military/2026/03/19/ukraine-ambassador-to-uk-talks-future-warfare/,2026-03-19 14:28:31+00:00,Defense
Breaking Defense,https://breakingdefense.com/feed/,"Hegseth confirms potential $200 billion request for Iran operations, but figure ‘could move’","“Obviously it takes … money to kill bad guys so we&#8217;re going back to Congress and folks there to ensure that we&#8217;re properly funded for what&#8217;s been done, for what we may have to do in the future,” said US Defense Secretary Pete Hegseth.",https://breakingdefense.com/2026/03/hegseth-confirms-potential-200-billion-request-for-iran-operations-but-figure-could-move/,2026-03-19 14:16:37+00:00,Defense
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,German navy wants stock frigates from TKMS as fallback for troubled F126 warship,Defense officials in Berlin are worried about coming up empty-handed when NATO submarine-hunting capability commitments come due later this decade.,https://www.defensenews.com/global/europe/2026/03/19/german-navy-wants-stock-frigates-from-tkms-as-fallback-for-troubled-f126-warship/,2026-03-19 13:59:10+00:00,Defense
Breaking Defense,https://breakingdefense.com/feed/,Italy’s Leonardo closes on $1.9B Iveco land vehicle acquisition,"Leonardo said “available cash resources” will finance the acquisition, which is also planned to leverage “the complementary nature of the two companies’ sales networks.&#8221;",https://breakingdefense.com/2026/03/italys-leonardo-closes-on-1-9b-iveco-land-vehicle-acquisition/,2026-03-19 13:55:24+00:00,Other
Breaking Defense,https://breakingdefense.com/feed/,Building partnerships as part of Saudi Arabia’s Vision 2030,[Sponsored] The kingdom&#8217;s aggressive growth strategy will rely in part on outside investment.,https://breakingdefense.com/2026/03/building-partnerships-as-part-of-saudi-arabias-vision-2030/,2026-03-19 13:51:18+00:00,Funding
EU-Startups,https://www.eu-startups.com/feed/,French startup Cleavr raises €1 million to automate accounts receivable workflows with AI,"Paris-based Cleavr, an AI collaborator capable of assisting finance teams across the entire collection cycle, has raised €1 million to accelerate deployment in France and prepare for European expansion starting in 2026. The round was supported by investments from Kima Ventures, Better Angle, Raphaël Nahum (CFO of Pennylane), Régis Samuel (CEO of MyUnisoft), and Olivier [&#8230;] The post French startup Cleavr raises €1 million to automate accounts receivable workflows with AI appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/french-startup-cleavr-raises-e1-million-to-automate-accounts-receivable-workflows-with-ai/,2026-03-19 13:01:00+00:00,"Startups, Funding"
MIT Technology Review,https://www.technologyreview.com/feed/,"The Download: Quantum computing for health, and why the world doesn’t recycle more nuclear waste","This is today&#8217;s edition of The Download, our weekday newsletter that provides a daily dose of what&#8217;s going on in the world of technology. A $5 million prize awaits proof that quantum computers can solve health care problems&#160; In a laboratory on the outskirts of Oxford, a quantum computer built from atoms and light awaits&#8230;",https://www.technologyreview.com/2026/03/19/1134413/the-download-quantum-computing-health-recycling-nuclear-waste/,2026-03-19 12:17:02+00:00,Science
SpaceNews,https://spacenews.com/feed/,NASA considering sharp increase in robotic lunar landings,"NASA is proposing a sharp increase in the rate of robotic lunar lander missions, a move that has excited but also puzzled the space community. The post NASA considering sharp increase in robotic lunar landings appeared first on SpaceNews .",https://spacenews.com/nasa-considering-sharp-increase-in-robotic-lunar-landings/,2026-03-19 12:10:34+00:00,Other
SpaceNews,https://spacenews.com/feed/,ReOrbit sells two small GEO satellites to SLI,Finnish satellite manufacturer ReOrbit has signed a contract with asset-financing company SLI for two small geostationary orbit communications satellites. The post ReOrbit sells two small GEO satellites to SLI appeared first on SpaceNews .,https://spacenews.com/reorbit-sells-two-small-geo-satellites-to-sli/,2026-03-19 12:00:00+00:00,"Space, Funding"
